Category,Subcategory,Journal,Journal_cleaned,Subcategory_cleaned,Category_cleaned
Physics & Mathematics,Astronomy & Astrophysics,Journal of Cosmology and Astroparticle Physics,journalofcosmologyandastroparticlephysics,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Nature Astronomy,natureastronomy,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,The Astronomical Journal,theastronomicaljournal,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,The Astrophysical Journal Supplement Series,theastrophysicaljournalsupplementseries,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Classical and Quantum Gravity,classicalandquantumgravity,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Space Science Reviews,spacesciencereviews,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Advances in Space Research,advancesinspaceresearch,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Physics of the Dark Universe,physicsofthedarkuniverse,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Icarus,icarus,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Publications of the Astronomical Society of the Pacific,publicationsoftheastronomicalsocietyofthepacific,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Universe,universe,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Space Weather,spaceweather,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Astrobiology,astrobiology,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,International Journal of Modern Physics D,internationaljournalofmodernphysicsd,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,General Relativity and Gravitation,generalrelativityandgravitation,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Frontiers in Astronomy and Space Sciences,frontiersinastronomyandspacesciences,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Astronomy & Astrophysics,Publications of the Astronomical Society of Australia,publicationsoftheastronomicalsocietyofaustralia,astronomyastrophysics,physicsmathematics
Physics & Mathematics,Biophysics,Journal of Biomolecular Structure and Dynamics,journalofbiomolecularstructureanddynamics,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Journal of Photochemistry and Photobiology B: Biology,journalofphotochemistryandphotobiologybbiology,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Current Opinion in Structural Biology,currentopinioninstructuralbiology,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Biophysical Journal,biophysicaljournal,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Journal of Biomechanics,journalofbiomechanics,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Structure,structure,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Biochimica et Biophysica Acta (BBA) - Biomembranes,biochimicaetbiophysicaactabbabiomembranes,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Photochemical and Photobiological Sciences,photochemicalandphotobiologicalsciences,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Journal of Biophotonics,journalofbiophotonics,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Annual Review of Biophysics,annualreviewofbiophysics,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Biophysical Reviews,biophysicalreviews,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Photochemistry and Photobiology,photochemistryandphotobiology,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Biochimica et Biophysica Acta (BBA)-Bioenergetics,biochimicaetbiophysicaactabbabioenergetics,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Progress in Biophysics and Molecular Biology,progressinbiophysicsandmolecularbiology,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Photosynthesis Research,photosynthesisresearch,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Chemistry and Physics of Lipids,chemistryandphysicsoflipids,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Journal of Structural Biology,journalofstructuralbiology,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,European Biophysics Journal,europeanbiophysicsjournal,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Biophysical Chemistry,biophysicalchemistry,biophysics,physicsmathematics
Physics & Mathematics,Biophysics,Advances in Protein Chemistry and Structural Biology,advancesinproteinchemistryandstructuralbiology,biophysics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Computer Methods in Applied Mechanics and Engineering,computermethodsinappliedmechanicsandengineering,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Journal of Computational Physics,journalofcomputationalphysics,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Applied Mathematics and Computation,appliedmathematicsandcomputation,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Journal of Computational and Applied Mathematics,journalofcomputationalandappliedmathematics,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,SIAM Journal on Scientific Computing,siamjournalonscientificcomputing,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,SIAM Journal on Optimization,siamjournalonoptimization,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Computers & Mathematics with Applications,computersmathematicswithapplications,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Computational and Applied Mathematics,computationalandappliedmathematics,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Journal of Scientific Computing,journalofscientificcomputing,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Engineering Analysis with Boundary Elements,engineeringanalysiswithboundaryelements,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,SIAM Journal on Numerical Analysis,siamjournalonnumericalanalysis,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Foundations of Computational Mathematics,foundationsofcomputationalmathematics,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Applied Numerical Mathematics,appliednumericalmathematics,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Numerical Methods for Partial Differential Equations,numericalmethodsforpartialdifferentialequations,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Numerical Algorithms,numericalalgorithms,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,IMA Journal of Numerical Analysis,imajournalofnumericalanalysis,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Mathematics of Computation,mathematicsofcomputation,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Communications in Computational Physics,communicationsincomputationalphysics,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Numerische Mathematik,numerischemathematik,computationalmathematics,physicsmathematics
Physics & Mathematics,Computational Mathematics,Optimization Methods and Software,optimizationmethodsandsoftware,computationalmathematics,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Physical Review Letters,physicalreviewletters,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Physical Review B,physicalreviewb,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Physical Review X,physicalreviewx,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Physical Review Research,physicalreviewresearch,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Applied Physics Letters,appliedphysicsletters,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Physical Review Applied,physicalreviewapplied,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Journal of Applied Physics,journalofappliedphysics,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Applied Physics Reviews,appliedphysicsreviews,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Journal of Materials Science: Materials in Electronics,journalofmaterialssciencematerialsinelectronics,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Materials Today Physics,materialstodayphysics,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,IEEE Electron Device Letters,ieeeelectrondeviceletters,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,SciPost Physics,scipostphysics,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Communications Physics,communicationsphysics,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Physical Review Materials,physicalreviewmaterials,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Journal of Magnetism and Magnetic Materials,journalofmagnetismandmagneticmaterials,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Journal of Physics and Chemistry of Solids,journalofphysicsandchemistryofsolids,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Materials Science in Semiconductor Processing,materialsscienceinsemiconductorprocessing,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,IEEE Transactions on Electron Devices,ieeetransactionsonelectrondevices,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Journal of Non-Crystalline Solids,journalofnoncrystallinesolids,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Condensed Matter Physics & Semiconductors,Journal of Physics: Condensed Matter,journalofphysicscondensedmatter,condensedmatterphysicssemiconductors,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Discrete Applied Mathematics,discreteappliedmathematics,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Compositio Mathematica,compositiomathematica,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Designs Codes and Cryptography,designscodesandcryptography,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Journal of Combinatorial Theory Series B,journalofcombinatorialtheoryseriesb,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Journal of Combinatorial Theory Series A,journalofcombinatorialtheoryseriesa,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Algebra & Number Theory,algebranumbertheory,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Discrete Mathematics,discretemathematics,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,SIAM Journal on Discrete Mathematics,siamjournalondiscretemathematics,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Random Structures and Algorithms,randomstructuresandalgorithms,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Finite Fields and Their Applications,finitefieldsandtheirapplications,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Combinatorica,combinatorica,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,European Journal of Combinatorics,europeanjournalofcombinatorics,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Journal of Combinatorial Optimization,journalofcombinatorialoptimization,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,The Electronic Journal of Combinatorics,theelectronicjournalofcombinatorics,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Journal of Graph Theory,journalofgraphtheory,discretemathematics,physicsmathematics
Physics & Mathematics,Discrete Mathematics,Combinatorics Probability and Computing,combinatoricsprobabilityandcomputing,discretemathematics,physicsmathematics
